name,raw_review,date
Comercial Paolla Araújo,"Simples rapido, facil o app e o q mais gosto entre os bancos que utilizo.",18 de janeiro de 2020
Cintia Franco,Acho de fácil utilização. Atende me para o dia a dia,18 de janeiro de 2020
Zilda Novaes,"Estou satisfeita.....tenho feito pagtos, transferências....e outros está bom por hora....não tenho o que me queixar...",27 de janeiro de 2020
antonio Santo,"Já uso de outros bancos, aplicativo de auto entendimento, não oferece dificuldades que não são necessários para segurança.",27 de janeiro de 2020
Dimilson J. Gomes,"Muito eficiente quando está todo desbloqueado , poderia ter um atendimento especial para ele. Aprovado",31 de dezembro de 2019
William Macedo,"Não consigo fazer upgrade da minha conta fácil, já enviei várias vezes vários comprovantes de residência e eles não aprovam.",30 de dezembro de 2019
ana pimentel,"Ultimamente não consigo realizar nenhuma operação principalmente pagamento, através do aplicativo. Somente consultas a saldos e extratos de c/c e faturas.",26 de dezembro de 2019
Mara Ramos,"Por esse app pago todas as contas, vejo extrato, faco emprestimo e posso solicitar ajuda de consultor financeiro, sem precisar ir na minha agencia. Seu uso e pratico, sem complicacao. Obrigado.",7 de janeiro de 2020
Rubens Nunes,"Muito bom, excelente tudo muito interativo e facil de compreensão.",21 de janeiro de 2020
Sergio Hespanhol,Falta uma facilidade em relação a compra/venda..... Devia ter a data e valor de debito/crédito dos valores da s transações. Ex. Liquidação de Tesouro direto - valor líquido e data de crédito Compra de ações - datas e valores provisionados.... inicial e futuro.,13 de dezembro de 2019
vagner ON,Fiz o cadastro pra abrir uma conta corrente mais na finalização deu um problema agora diz que já possuo a conta mais eu nem sei qual a minha agência e conta. Então eu não posso acessar meus dados pelo aplicativo vou ter que perder meu tempo agora para resolver pessoalmente este inconveniente 😒👎,13 de dezembro de 2019
Bea Maciel,"Fácil de usar, só não dei 5 estrelas pq não me diz sobre a situação do meu cartão o qual pedi... Clico no código de rastreio e não obtenho informação nenhuma. Tô na dúvida se realmente o cartão vem até minha casa e o tempo q demora.",17 de dezembro de 2019
Cristian da Silva,"Problema na tela de configuração Geral. Uso o Android 10, no Xiaomi Mi 8 Lite e quando vou entrar nas configurações, as opções do app do banco ficam piscando, impossibilitando o uso do menu.",30 de dezembro de 2019
Roberto Pinto,"Aplicativo não tem disponibilizado as informações sobre os lançamentos futuros. Nós extrato emitido na agência, aparecem tais informações, porém no extrato do App e/ou informações de lançamentos futuros o valor aparece zerado.",20 de dezembro de 2019
Jany Silva,"Uso com frequência o aplicativo que tem evitado idas ao banco, filas. É simples e fácil de usar.",1 de janeiro de 2020
mariangela bonjour,Só coisas boas...informações claras e segurança. Gostaria de receber por sms cada vez que meu cartão fosse usado. Grata,4 de janeiro de 2020
Luamy françois ramos,"Possui todas as funcionalidades em modo de fácil acesso e compreensão, para as mais diversas necessidades de nosso dia a dia.",3 de janeiro de 2020
jap tokio,Boa essa nova versão. Só deve corrigir o desbloqueio do celular. Por que fui no terminal e não achei no celular a opção do qrcode,10 de janeiro de 2020
Maycon Gomes,Não gostei tento fazer o upgrade na minha conta quando vou fazer Coloco os meus dados e diz que a data não corresponde com a data da minha residência sempre acontece isso,7 de janeiro de 2020
Giovanni Lima,"Muito bom e está cada vez mais prático Sofre alteração as vezes, mas evoluir é sempre bom e maior parte das alterações é sempre em torno de tornar mais seguros nossos dados",9 de janeiro de 2020
shirley mota,"App ótimo de se usar gosto muito, mas está dando um bug na página de configuração e não tô conseguindo fazer algumas coisas.",7 de janeiro de 2020
Jabson Santos,Muito bom fácil de usar e super eficiente recomendo para todos que quer ser do banco do povo,24 de janeiro de 2020
Ananda Michelino,Erro C421-000 com a conta PJ já ativa e não há nenhum portal para falar com um atendente. O 0800 se mostrou bem inacessível também.,21 de janeiro de 2020
Bianca Gonçalves,"Facilitou minha vida 100%. Principalmente após o fechamento de mts agências bancárias, próximas a minha residência.",4 de janeiro de 2020
Regina Helen Coutinho,Não gostei. Depois dessa última atualização não está fazendo leituras com código de barra. Ficou péssimo! Pra quem precisa fazer pagamentos de Boleto pelo APP. Que chato!,18 de dezembro de 2019
Arnaldo Cordeiro,"Não mostra as parcelas a pagar (vincendas) deveria estar atualizado dia a dia o saldo devedor, para você poder se programar e pagar as últimas parcelas.",23 de dezembro de 2019
Pedro Felix,"Bem fácil de usar , bastante detalhes então e ganho de tempo pra quem necessita de um caixa eletrônico sem sair de casa para realizar transações",30 de dezembro de 2019
daniely galvao,Não abre todas as opções já tinha ele em outro aparelho com o mesmo número agora está pedindo pra ir ao banco para fazer a atualização toda vez a mesma coisa. Já está na hora de melhorar!,6 de janeiro de 2020
Marcus Vinicius Girão de Morais,O sistema de pagamento por codigo de barra melhorou bastante. Possibilitar acesso por digitação e por arquivo pdf foi uma boa idéia.,6 de janeiro de 2020
Felipe Peres,"Péssimo aplicativo! Travou, precisei reinstalar no mesmo dispositivo e perdi a minha autorizacao para transacoes financeiras, só nesse aplicativo de banco que isso acontece! Péssimo serviço...",6 de janeiro de 2020
Giovanni Baier Nunes,App apresenta erro após a realização de um pagamento quando se tenta realizar NOVO PAGAMENTO.,22 de janeiro de 2020
Wilson Constantino,"Facilita muito, pagamentos com códigos de barra, e os avisos a cada operação com cartão são ótimos. Tudo da sua conta na palma da mão.",2 de janeiro de 2020
Yasmin Carvalho,"HORRÍVEL! Fica dando o erro ""Não foi possível conectar"" o tempo todo. Um lixo. Não consigo acessar minha conta, toda vez esse mesmo problema com o app. Passa atualização o tempo todo e NINGUÉM resolve!!!",17 de dezembro de 2019
anderson santos,App nota 10 mais deveria ter a opção de pagamento de empréstimo dentro do app pra não precisa r ficando pra central,22 de janeiro de 2020
Andressa Avila,Complicado por um lado pq abri e não sei desbloquear pra fazer transferência... Mesmo assim tem e me pego 20 reais. Fiquei sem entender pq na mensagem disse q não tinha dado certo. Vai entender.,20 de dezembro de 2019
Nonato oliveira Oliveira,"O app e muito bom facil de usar,so que baixei e algumas fucionalidades nao estao funcionando sempre tem alguma mensagem dizendo ""erro""""nao existe cartao pra esse cliente""me ajudem ai por favor",3 de janeiro de 2020
Fernando Filho,"Ótimo aplicativo , fácil de mexer , e estou feliz pelas facilidade de abrir minha conta , tão fácil e rápido.",3 de janeiro de 2020
Carlos Paixao,Este APP facilita a vida da gente. Ajuda a movimentar a conta sem sair de casa. Agiliza nas transações E muito mais.,4 de janeiro de 2020
Dhemison Santos,"Fácil manuseio, não trava, não tem complicações, o app é muito eficiente e cumpre a sua função.",7 de janeiro de 2020
Pedro Henrique Gounella,Não deveria ter limite reduzido para pagamento de boleto. Existem senhas pra liberar serviços. Encheção de saco.,9 de janeiro de 2020
Joao Teixeira,Altamente recomendado e excelente confiabilidade.,11 de janeiro de 2020
Jessica Milan,"Excelente ,rápido e simples seu funcionamento !",21 de janeiro de 2020
Elinor Braga,"Tenho o Aplicativo do BB há muito tempo, mas neste celular e outros dois equipamentos, não consigo fazer operação nenhuma, dizem que vão mandar um SMS, mas não mandam.",15 de janeiro de 2020
cristina campos koscky,App excelente! Muito prático e rápido.,24 de janeiro de 2020
Xandão Silva,"Otimo app, baixei e fiz o cadastro, o cartão chegou, desbloquei pelo app, e to usando sem problemas. Não precisa ir em agência falar com gerente.",30 de dezembro de 2019
Cleverton Carneiro,"Está com problemas para pagar a fatura private label. F8ca dando erro, dizendo que o valor pago excede o valor total. Já tentei baixar centavos. Mas o problema persiste.",12 de dezembro de 2019
Mnariana Da Silva Azevedo,Eu amo é muito prático simples de usar e eu não preciso sair de casa para resolver pequenos problemas no APP eu resolvo rapidinho.,1 de janeiro de 2020
Francisco José,"Excelente aplicativo, economiza principalmente o nosso tempo que não temos que enfrentar filas, muito menos deslocamento para alguma agência bancária.",29 de dezembro de 2019
Cristina Ferreira,"Não tem nem muito tempo que fui ao caixa eletrônico liberar o uso de celular para transações e hoje fui usar o app para efetuar um pagamento, esta pedindo para ir ao caixa liberar de novo. Toda hora esta droga.",17 de dezembro de 2019
ander ander,"App péssimo.!!! para pedir cartão Você o cartão vai sms para seu número de telefone aí você aguarda um prazo de 15 dia liga ,na agência para verifica como está o andamento do processo do cartão que pediu. A operadora diz que não tem cartão algum solicitado pelo cliente isso é uma vergonha. 😢🙍‍♂️",29 de dezembro de 2019
Joab Sousa,"É um excelente aplicativo. A única coisa que não faz é saca dinheiro rsrs. Fora isso, tem tudo o que é necessário.",5 de janeiro de 2020
Marilene Carvalho,"Gostaria que tivesse mais opções pra desbloquear o cartão de crédito, porque ñ tem. Mas tem sido produtivo pra mim.",6 de janeiro de 2020
Thiago Pereira,"Bom, tive problemas algumas vezes com pagamentos acimas de 1000, mas no geral um bom App",11 de janeiro de 2020
Meike Ludwig,Pra min o melhor banco que existe ótimo atendimento ;funcionários competentes parabéns ao banco do Brasil,17 de janeiro de 2020
João Clodoaldo,Aqui sem nenhum problema aplicativo vem cumprindo corretamente tudo que promete.,20 de janeiro de 2020
Leila Ribeiro,Prático. Rápido e bastante seguro. App excelente.,22 de janeiro de 2020
Willian Soares,"Ótimo app e ótimo banco, não tenho do que reclamar, me atende em tudo que preciso e ainda com a conta livre de custos ficou perfeito!!!! Pra melhorar só faltou disponibilizar o meu cartão para pagamento com Google Play, aí sim ficaria 100%",17 de dezembro de 2019
tarzia silva,"A transferência na conta poupança deixa a desejar, mas de resto, o app é fácil de usar. Bem desenhado e simples.",2 de janeiro de 2020
Anderson Games,"O aplicativo e ótimo bem intuitivo, porém algumas coisas deixou a desejar, algumas coisas não estão facilitadas estão meio que ocultas mais você consegue fazer se procurar, tirando isso acho Bastante legal ter uma conta BB e usar os apps que ele ofereçe.",23 de dezembro de 2019
Sérgio Ricardo Batista De Lacerta,Acesso rápido e de fácil visualização.,23 de janeiro de 2020
Joice Ferreira,Útil e ágil. Facilita bastante o uso de banco.,21 de janeiro de 2020
Leonardo Jesus,Gostei muito do atendimento prestado pelo gerente Rogério dos anjos da agência na avenida ragueb chohfi. Foi ele quem indicou e ainda me ajudou na utilização do aplicativo.,16 de janeiro de 2020
ivzaions,"Muito bom, mto seguro e ágil. Muitas funcionalidades.",26 de janeiro de 2020
Verlan marinho,"O meu cartão Petrobras desapareceu do app N consigo ver nada, n sei quanto tenho de limite, quanto vai vim minha fatura e etc Tô sentindo q tem golpe ai",27 de janeiro de 2020
Um usuário do Google,"Tudo na mão, muito prático, já tive conta em diversos bancos, mas o Banco do Brasil e de longe o melhor que já trabalhei.",10 de janeiro de 2020
Sofia pandinha,Gosto muito do aplicativo. Eu o acho rápido e objetivo. A interface é autoexplicativa.,14 de janeiro de 2020
Saulo Menezes,"Bicho, ficou muito ruim depois dessa atualização. Não consigo ver meu saldo da conta salário, não vejo mais a opção de transferência para conta poupança, em suma, piorou o que já não era lá essas coisas.",26 de dezembro de 2019
Jose Luis Deiro,"Bom aplicativo,moro a 10 km da cidade e me poupa tempo e deslocamento para ir ao banco e ainda posso fazer as tranzações a noite fora do horário de expediente bancário.",15 de dezembro de 2019
Fábio By,"Depois da atualização ficou muito ruim o app, porque tem hora que você vai voltar a página anterior , o app fecha sozinho , precisa ser melhorado isso por favor ,isso está péssimo.",19 de dezembro de 2019
Yan Marques,"Muito bugado, nas configurações gerais a tela fica atualizando e não dá para mexer, e eu fico colocando foto no perfil, mas fica saindo sozinha.",30 de dezembro de 2019
Leticia Kawano-Dourado,"A habilitação do BB Code está bem ruim, não captura o QR Code, a usabilidade é de média pra baixa do app considerando o Brasil, um país com a população sem muita familiaridade com uso de tecnologia.",26 de dezembro de 2019
IVANILDO SOLANO,"Tentei colocar o APP em uma pasta segura para não ficar visível na tela inicial do celular, porém quando abro o link enviado pelo sistema para liberar o dispositivo o APP só funciona na tela inicial.",24 de dezembro de 2019
marcelo maciel,"Nao conseguir fazer transações nos números que tenho cadastrados, não é segurança, mas falta de qualidade, pois uso o mesmo a anos.",3 de janeiro de 2020
Nelson Domingues,App funcional...para ajudar poderia ser mais fácil liberar o App para transações sem necessidade de ir no caixa eletrônico toda vez para liberar o App para transações,4 de janeiro de 2020
Bruna Leticia,Eu gostei de ter esse aplicativo porque ele é fácil de consultar os saldos e extratos Muito bom. Pena qui Ainda não consigo fazer transferência 😑,8 de janeiro de 2020
Thaydna Brito,Aplicativo de fácil uso. Muito prático pra realizar diferentes operações de foma bem simples.,8 de janeiro de 2020
Samuka Rodriguez,"Usei umas três vezes o aplicativo , aee aparece q minha senha de 8 num é inválido tentei por outras maneiras mas nada , achei tudo muito. Estranho agora tenho q ir na agência perder um dia de trabalho praticamente pra resolver esse BO",9 de janeiro de 2020
Digital Cliente,"Esse aplicativo é muito ótimo, só de não precisa de está em filas no banco já e uma grande vantagem. Em fim muinto ótimo mesmo.",13 de janeiro de 2020
Teca Jesus,"Eu acho muito útil,pois não preciso ir até a agência. Moro meio longe.",18 de janeiro de 2020
Guilherme Lopes,"Objetivo e simples, muito fácil de usar.",19 de janeiro de 2020
Bira Fialho,Depois de atualizar leitor codigo de barras nao funciona .. Pois funcionava sem problemas... Atualizaçao seria para melhorar ...Afff,22 de janeiro de 2020
Sandra Mara Campos,"Eficiência, rapidez , organização e satisfação.",22 de janeiro de 2020
Fabia Olaia,"Eu estou tentando abrir uma conta na minha empresa e quando eu tiro a foto que estar pedindo do documento da empresa aí não dá certo ,volta p início ou diz que espirou ,o que eu faço",24 de janeiro de 2020
Francisco Morais,Facilita muito o acesso ao banco de forma virtual!,24 de janeiro de 2020
Matheus Oliveira,"O melhor aplicativo de banco, simples, fácil, interativo e principalmente seguro.",7 de janeiro de 2020
rogerio malheiros,instalei e desinstalei e infelizmente a parte de leitura do código de barras não funciona.Continua o leitor de código de barras não funcionando Assim terei que trocar de banco.,14 de janeiro de 2020
Maria Risomar Félix de Araújo Pessoa,"Aplicativo indispensável. Nele e através dele podemos ganhar tempo. No ativismo de hoje em dia, evitar filas e deslocamento de casa para resolver várias coisas por aqui, é muito valioso. Obrigada.",28 de dezembro de 2019
Maria Auxiliadora Ribeiro De Souza,"Eu dou 5 estrelas, é um aplicativo ótimo, não tenho nenhuma dificuldade em usá-lo, eu recomendo, tem sido muito útil e facilita muito minha vida, não preciso ir ao banco fazer nenhuma consulta bancária pois ele tem tudo que preciso.Amei esse aplicativo ótimo",15 de dezembro de 2019
Heriberto Weber,"Utilizo o aplicativo todos os dias, e hoje simplesmente não consigo acessá-lo, dá falha de autenticação! Tanto na biometria quanto na senha.",16 de dezembro de 2019
jose nilson Nilson,"Boa noite sou cliente a mais de 9 anos e pago minhas contas com o banco em dias,E não consigo nem fazer empréstimos pelo aplicativo e nem no caixa eletrônico. Assim é ruim não da credibilidade pro cliente antigo. So tenho poupança mais aparece está opção.",30 de dezembro de 2019
ana beatriz trindade,O aplicativo BB é como ter a agencia na palma da minha mão. Faço todas as minhas transações através dele. Só não consigo sacar dinheiro! Mas quem sabe no futuro? Melhor será o dia em que não seja mais preciso usar dinheiro em espécie!,27 de dezembro de 2019
Gabriel Tonon,"O App é ótimo, consigo fazer inúmeras coisa a direto da tela do celular, sem precisar ficar gastando tempo em agência.",6 de janeiro de 2020
Eli Bastos,Excelente aplicativo. Facilita bastante o dia a dia. É possível fazer transações de forma rápida e segura.,1 de janeiro de 2020
Cissa Vicentelamberti,"Esse App fornece várias possibilidades de operações de forma acessível, clara e fácil de ser utilizado. É o melhor aplicativo de banco que eu conheço.",3 de janeiro de 2020
Jonatha Moura Ribas,"Me é prático útil e esplicativo se eu pudesse dar uma dica, uma forma canal direto para falar com um representante dentro do App seria ótimo. Eu curto e recomendo 👍🌟",6 de janeiro de 2020
Rosana Araujo,"Achei ótimo. Apenas na hora de compartilhar o comprovante de transação ele falha, tendo q repetir o comando de escolher o formato de arquivo (imagem ou PDF) e repetir o modo de compartilhar.",22 de dezembro de 2019
eliana malaquias,"O App anterior era melhor, pois tinha o cartão de crédito na vista pra não esquecer de pagar e mostrava no extrato quanto estava negativo e o limite que sobrava",2 de janeiro de 2020
Marco Antonio Tavares,"Depois que houve a atualização, está difícil ler código de barras (não consegue captar).",2 de janeiro de 2020
Luzinete Menezes,Amei meu cartão chegou muito rápido e o de crédito foi feito no mesmo dia e desbloqueado para fazer compras com meia hora depois uso e recomendo Banco do brasíl,5 de janeiro de 2020
Débora Fernandes,Excelente aplicativo. Interface amigável de fácil compreensão e boa velocidade.,6 de janeiro de 2020
Joao Ricardo Santos,"Excelente App, supre muitas necessidades bancarias sem precisar se deslocar ao banco, fácil e simples de usar e bastante seguro",9 de janeiro de 2020
Álvaro Campos,"Estou aprendendo a usar ainda, mas percebo que não é difícil e aparenta ser um App com muitos recursos interessantes para os usuários.",7 de janeiro de 2020
Aline Carvalho,Adorei o atendimento para abertura de conta e também o App. Recomendo,9 de janeiro de 2020
GH HardwareGamer,"Essa última atualização ficou péssima, programa sem estabilidade e demorando muito pra login quando faz! Meu Maior arrependimento foi ter atualizado!",9 de janeiro de 2020
Expedito Reis Dos Santos,"Exelente . Prático, e fácil de usar .",10 de janeiro de 2020
As Mariah's Araujo,Eu gostei muito desse app porque está facilitando muitas coisas na minha vida em questão de pagamentos e transferências.,8 de janeiro de 2020
sueli soares,Ainda não tenho acesso aos recursos que geralmente esses aplicativos oferecem. Já tentei várias vezes mas não consegui.,10 de janeiro de 2020
Nina Dias,Consigo realizar minhas transações e o contato com o gerente do aplicativo sempre que precisei ocorreu de forma rápida e eficaz.,10 de janeiro de 2020
Fernando Moura De Lima Moura,Banco bb tem todas as facilidades que eu preciso... muito bom e recomendo para todos,17 de janeiro de 2020
Leandro Di,Muito bom ... A tecnologia chegou para facilitar o dia a dia....,20 de janeiro de 2020
helio slomski,Muito pesado o aplicativo. Dmora demais a entrar. Por isso evito usar.,21 de janeiro de 2020
Zita de Paula,Este app facilitou muito as coisas para mim como cliente.,17 de janeiro de 2020
Brenda Fidelis,O app nem se quer inicia (e não é por falta de memória no armazenamento).,25 de janeiro de 2020
Francinei Soares,Muito prático e eficiente nas transações. você ganha tempo e faz varios pagamentos sem sair de casa.,6 de janeiro de 2020
eliene soares,Aplicativo é bom em algumas coisas mas já fui no banco pedi para liberar o pagamento por código de barras e-agendamento de fatura liberar todos as modalidades liberou um tempo e agora não consigo fazer mais nada nesta questão de usar a biometria até hoje não consegui nem me cadastrar,10 de dezembro de 2019
Vanuza Ramos,"Não tem opção de ver saldo na conta poupança, parece um aplicativo apenas para correntista e pra quem deseja fazer cartões de crédito ou para quem já tenha, péssimo.",13 de dezembro de 2019
flavio velho,Péssima. Troquei de Telefone e não consigo autorizar as transferências. Diz q vai mandar sms e não manda. É o pior aplicativo dentre as minhas instituições financeiras,18 de dezembro de 2019
Mair Jezuino Dos Santos Santos,"Muito bom o app , mais precisa melhorar mais. Nos finais de semanas , as vezes ele não entra pra que possamos ver saldos e fazer outras transações. Tipo transferências e colocar créditos.",20 de dezembro de 2019
Beatriz Mendes,"Excelente app, mas quando solicito o cartão de crédito eurocard diz que não está disponível, e não explica o motivo. Gostaria de saber o motivo.",19 de dezembro de 2019
Carlos Costa,"Gente recomendo a todos, depois que eu abrir o meu aplicativo nossa tá facilitando muuito, transferência pagar meu cartão de crédito pagar boleto tudo msm só basta ter Internet vc faz tudo em casa, parabéns Banco do Brasil 🙌👏👏👏👏",27 de dezembro de 2019
marrom Souza,"Esse aplicativo BB agiliza muito a minha vida pois foi fácil instalar e com ele pago as minhas contas, boletos faço regargas celular e depósitos que caem na hora na conta!!! #superindico",20 de dezembro de 2019
Fabrícia Martins,"Ótima, só poderia aumentar os limites online para transferências, saques, pagamentos...",6 de janeiro de 2020
kauan Felizola,Cada dia melhor. Última atualização com pagamento através do PDF. Chega de digitar números!! Muito bom!!,30 de dezembro de 2019
Jaqueline Lima,"Muito bom mesmo, rápido e transparente.",9 de janeiro de 2020
Rosemeire Silva,A parte do cartão precisa ser mais clara. As vezes quero tirar um extrato dos meus lançamentos no cartão e tenho que esperar fechar. Não consigo imprimir uma prévia.,23 de dezembro de 2019
Andre Santos,"Funcional, confiável e objetivo... Satisfaz plenamente as necessidades do cliente.",30 de dezembro de 2019
Luciano R. P.,O leitor de código de barras não funciona. Se quiser pagar boletos por esse app tem de digitar o imenso número do código.,9 de janeiro de 2020
ana peder,"Ótimo,funcional,maravilhoso,e só de pensar que não preciso enfrentar fila eu já estou maravilhada.obrigado!",7 de janeiro de 2020
Lucas Fernandes,Horrível não poder trocar a sua senha e ter que ficar com a senha gerada pelo Banco ridículo vc não ter livre acesso sendo titular de algo isso tem que mudar nem uma estrela merece,7 de janeiro de 2020
Teixeira0607,"Muito útil para meu dia a dia. Economizo bastante tempo, não precisando ir sempre ao BB. Parabéns!",7 de janeiro de 2020
Ana Amelia Brandao Sotero,Excelente! Atende bem às necessidades de correntista. Muito prático e fácil de usar.,8 de janeiro de 2020
Raimundo Mendes Moura,"Gosto muito do aplicativo porque ele promove um pouco de independência bancária, como extrato, saldo, pagamento etc.",9 de janeiro de 2020
irmãs fontel,Amo esse aplicativo facilitou demais minha vida pago transferiro faço empréstimo tudo sem sair de casa😄,11 de janeiro de 2020
Ed Wilson,"Esse banco não diferente de muitos, só tem como abrir conta corrente pra meter as taxas no povo, vai pra lá. A pesar de tuda (Caixa econômica Federal) o melhor.",14 de janeiro de 2020
jean carlo zacarelli,"Muito rápido e prático,gosto muito de ser cliente do banco do Brasil",22 de janeiro de 2020
elbielmito YT,"Muito eficiente, rápido e satisfatório.",16 de janeiro de 2020
Um usuário do Google,Muito bom mas era melhor quando mostrava a melhor data para uso do cartão de crédito 👎,18 de janeiro de 2020
Eliane Vespertina,"Agora estou conseguindo usar com facilidade,aprovado. Mas 'Não' estou conseguindo enviar comprovante de transferência para minha irmã.",7 de janeiro de 2020
Tayson Machado,"É um bom app, porem a algum tempo esta deixando a desejar no leitor de cod. De barra.infelizmente. uso bastante para fazer pagamento e perco muito tempo digitando os codigos.",21 de dezembro de 2019
Rosane Berquo,"Não consigo fazer um pagamento por ele. Estive no caixa eletrônico para desbloqueio, e agora tento efetuar um pagamento e nada?? Dispositivo ainda bloqueado. Brincadeira viu!",14 de dezembro de 2019
Rita Conceição,"Nunca mim dao credibilidade pra empréstimo no entanto assina uma autorização pra outro banco retirar do salário que recebo ai ,nao podia fazer o mesmo salário caiu retirar a parcela fiquei muito chateada com isso independente de esta com o nome com restrição recebo o salário ai poderia resolver ai acho que devia dar volto de confiança a quem os procura evita uma morte por depressão de ver so as pessoas de chave na nao sao beneficiadas ,tenho conta desde 1990 quando tinha loja estou indignada 🤔",14 de dezembro de 2019
loucos por ti são paulo,estou sendo saqueado por um empréstimo que eu fiz e uma compra no crédito já vai pra 10 meses que isso está acontecendo segundo o pessoal do banco eu fiquei supostamente sem pagar duas parcelas só que tem um detalhe eu sempre deixei o débito automático e como não debitou da minha conta o valor da parcela aí já não sei o fato é que era pra ter cido debitado e se não debitou a culpa não é minha e tem um porém como não debitaram as parcelas eles s me perguntar eles mesmo renegociou a dívida em 24x,20 de dezembro de 2019
Marass Sanches,"Perdi o BB cosa, na atualização, que foi o próprio banco q me indicou Reinstalar, fui ao baço 2 x ficando 1 hora pra ser atendida, e até agora nada, pq tudo não se confere na hora, precisa de 2 horas de atualização. Passam-se as 2 horas e vc vai ver q nada mudou.....volta lá no bco, fica de novo 1 hora pra ser atendida.....ESTADO RANDOMICO :×",30 de dezembro de 2019
Lu Hsueh Yi,"Depois da atualização, o leitor de código de barra parou de funcionar, queria saber se poderia solucionar essa questão por gentileza?",30 de dezembro de 2019
Jéssica Zampieri,"Excelente, prático e seguro! Utilizo há bastante tempo e nunca tive problemas.",8 de janeiro de 2020
Rodrigo M,"A camera do bb code destorce a imagem aí o app nao reconhece e nao posso fazer nada nem ativar o celular no banco, Mi A3",11 de janeiro de 2020
Luiz Henrique,"O aplicativo fica travando, como se ficasse recarregando a tela toda vez que Clico em perfil > Geral... Aí não dá pra mexer em nada fica complicado usar assim... Meu celular é um Motorola moto g4plus",18 de janeiro de 2020
Cleice Barros,"Estou apenas começando a trabalhar com esse aplicativo, mas a minha visão é de que vai suprir as minhas necessidades.",21 de janeiro de 2020
José Sérgio,"Muito bom, interface facil de usar. Ajuda bastante na questão do tempo, pois pelo app pode- se fazer várias transações como transferências, pagamentos e até empréstimo.",26 de dezembro de 2019
Silvan Oliveira,Redmi note 8 não está lendo o código QR do banco pelo aplicativo. Favor corrigir isso urgente.,20 de janeiro de 2020
Fábio Amaral de Souza,Última atualização não se pode mais pagar contas. Dando erro. Tenho data de vencimento e vou ter que pagar atrasado numa agência próxima que não é perto da minha casa. Atualização horrível.,10 de dezembro de 2019
Marcelo Alves Garcia,"Muito bom, fácil e descomplicado, entretanto, faz-se necessário, mais bancos do BB, mais concursos, mais pessoas.☺️😊",1 de janeiro de 2020
Lucas Lemos,"App muito bom, a única coisa que deixa a desejar é a hora limite para realizar pagamento de bolotas, isso é um saco, ele deveria funcionar 24h.",19 de dezembro de 2019
Herodilson Guimaraes da Costa,"Recomendo, muito bom porque vc tem controle das compras com cartão e da movimentação da conta, e também pelo fato de não conter aqueles anúncios insuportáveis que a maioria dos apps têm.",24 de dezembro de 2019
Andreia Loss,App não permitindo usar limite diário para pagamento de contas e não aparece boletos dda,10 de janeiro de 2020
Fran Silva Santos,"Muito bom esse app, mostra toda a movimentação entre outras coisas que facilitam o cuidado com o nosso dinheiro.",26 de janeiro de 2020
Jorge Luiz,Não estou consigo habilitar meu celular fui no caixa eletrônico e sempre aparece a msg de erro solicitação indisponível não gostei do aplicativo preciso ver meus gastos do carro de crédito e não consigo,30 de dezembro de 2019
Luiz Eduardo Domingues,"O aplicativo é muito bom, porém as notificações demoram muito a abrir e a fechar. Também não é claro onde tocar para digitar valores e senhas.",20 de dezembro de 2019
Black Dzn,"Pra falar verdade esse banco é o pior que existe , quando vou em acessar minha conta pede senha de 8 digitos , sendo que a senha do meu cartao é 6 , e nao tem como trocar, pois nao da para entrar . Como eu vou entrar para acessar meus saldos sendo que pede uma senha de 8 digitos ? , por favor BB resolva isso , seus aplicativos ja nao são muito bom agora voce me vem com essa ? Merece uma estrela se pudesse eu nao daria nenhuma",31 de dezembro de 2019
Luiz Raggi,"Bastante bom, de vez por outra ""fecha"", mas ajuda muito a resolver várias necessidades bancarias do dia a dia.",5 de janeiro de 2020
Beta Ventura,"Ótimo sempre que preciso tirar dúvidas que o aplicativo possa resolver,vou no aplicativo e resolvo,e muito cômodo e prático.",2 de janeiro de 2020
Mah Almeida,"Atendimento horrível, tanto físico quanto online, por isso estou encerrando minha conta.",12 de janeiro de 2020
Julio Pereira,Está muito intuitivo e de boa usabilidade.,25 de janeiro de 2020
Diego Brito lima,Tem resolvido meu pequenos problema evitando idas constantes à agência.,24 de janeiro de 2020
Leonam,"Muito bom. Acompanho meus gastos, planejo gastos futuros.",12 de janeiro de 2020
Fussador D,"Excelente. Atende minhas necessidades. E resolveram o problema de antes não poder gerar pdf dos extratos. Muito bom, sempre trabalhando com melhorias. Parabéns aos desenvolvedores",27 de dezembro de 2019
Maria Antônia,Acho que deveria ser exigido o desbloqueio no caixa eletrônico apenas na primeira vez do uso. Fica muito burocrático fazer a operação sempre que troca de aparelho.,19 de dezembro de 2019
Ana Fonseca,"Eu gosto muito, facilita mt , só ñ consigo ver a melhor data de compra pelo cartão crédito. Não faço ideia de qdo fecha a fatura",30 de dezembro de 2019
Fabiana Souza,"Prático, interessante nas opções que oferece p consultas, muito fácil de manusear. Ótima experiência!",5 de janeiro de 2020
Mateus Correa,"É um app fantástico, pra quem gosta de organizar as financas é essencial, parabens ao banco do brasil por ter a iniciativa de fazer um app tão eficiente, completo para area financeira.",27 de dezembro de 2019
Alda Dez,"Muito bom! Faço transferência, pagamento, monitoro os custos do meu cartão de crédito, recebo notificações do uso do cartão.",30 de dezembro de 2019
